nombre,edad,genero,ciudad,pizza,burger,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades
Chinda Piri,28,hombre,Valle de Losa,no piña,False,restaurante,rápida,pop,techno,disco,montaña
Kyriakos Loan,42,mujer,Graus,no piña,False,restaurante,rápida,pop,rock/metal,bar,montaña
Inisha Pastran,19,hombre,Santa María de Marlés,no piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Wendell Martin almonacid,34,mujer,Lalueza,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Mamie Cassan,33,mujer,Junta de la Cerca,piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Rina Aouam,18,hombre,Sant Joan de l'Ènova,piña,True,comida rápida,relajada,hip hop,rock/metal,disco,playa
Alisse Rodriguez sahagun,49,hombre,Almodóvar de Monte-Rey,no piña,False,restaurante,rápida,hip hop,rock/metal,disco,montaña
Kartina Bauluz,49,mujer,Santa Cruz de Juarros,no piña,False,restaurante,rápida,hip hop,techno,bar,montaña
Hawley Diaz pescuezo,28,mujer,Monterrubio de Demanda,no piña,False,comida rápida,rápida,pop,techno,disco,montaña
Latorie Aristeguieta,30,mujer,Villasidro,no piña,True,restaurante,relajada,pop,rock/metal,bar,montaña
Nateshia Pawlowski,20,hombre,Vicedo,piña,False,comida rápida,rápida,hip hop,techno,bar,playa
Mirinda Erwin,36,mujer,Diego del Carpio,piña,True,restaurante,rápida,pop,techno,disco,montaña
Ellisa Lavers,26,hombre,Espluga de Francolí,piña,True,restaurante,rápida,pop,techno,disco,playa
Tonee Santa olaya,27,mujer,Carrión de los Condes,no piña,False,comida rápida,rápida,pop,rock/metal,disco,playa
Mija Kassem,19,mujer,Fondó de les Neus (El),no piña,True,restaurante,rápida,hip hop,techno,disco,montaña
Tonita Mccracken,25,hombre,Teixeira,piña,False,comida rápida,rápida,pop,techno,disco,playa
Whitt Gracenea,26,hombre,Prats de Llusanés,piña,False,restaurante,relajada,hip hop,rock/metal,bar,montaña
Eston Mabsout,30,mujer,San Julián de Vilatorta,piña,True,comida rápida,relajada,hip hop,techno,disco,playa
Webster Stannard,32,mujer,San Ildefonso o La Granja,piña,True,restaurante,relajada,hip hop,rock/metal,bar,montaña
Vaughn Balber,22,hombre,Ribera de Piquín,piña,False,restaurante,relajada,pop,techno,disco,montaña
Amera Shakespeare,28,mujer,Bañolas,piña,False,restaurante,rápida,hip hop,rock/metal,disco,playa
Belal Jardine,27,mujer,Lemona,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Torian Bouhouch,20,mujer,Vilanova de la Aguda,piña,True,restaurante,relajada,hip hop,rock/metal,disco,montaña
Bart Lemke,33,mujer,Viladonja,piña,False,comida rápida,relajada,pop,techno,bar,montaña
Lene Marjaliza,36,mujer,Santa Margarita de Mombuy,no piña,True,restaurante,relajada,hip hop,techno,bar,playa
Jamiee Espericueta,37,mujer,Guntín,piña,True,restaurante,relajada,pop,rock/metal,disco,playa
Feliciano Sobre,36,mujer,Fornelos,piña,False,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Cal El houhai,22,mujer,Villaverde de Trucíos,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,playa
Aleisha Josep,44,mujer,Retortillo de Soria,piña,False,comida rápida,rápida,pop,techno,disco,montaña
Frederick Bulte,31,mujer,Puras de Villafranca,no piña,False,restaurante,relajada,pop,rock/metal,disco,playa
Erina Nobile,37,mujer,Sauzal,no piña,True,restaurante,relajada,pop,techno,disco,playa
Felecia Fompedriña,24,hombre,Campllonch,no piña,True,comida rápida,relajada,hip hop,techno,disco,playa
Tata Corps,50,hombre,Graus,piña,True,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Brenan Jabir,22,hombre,Larraun,piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Kaori Reyman,46,mujer,Guesálaz,piña,True,restaurante,rápida,pop,rock/metal,bar,montaña
Jerson Noia,23,hombre,Baños de Ebro,piña,False,comida rápida,rápida,pop,rock/metal,disco,playa
Kathya Plum,34,mujer,Valdelateja,piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Chakira Zbair,22,hombre,Frúniz,no piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Anjoli Khouri,30,hombre,Revilla del Campo,no piña,False,comida rápida,rápida,pop,techno,disco,montaña
Junious Saccone,25,mujer,Son del Puerto,piña,False,restaurante,rápida,pop,techno,disco,montaña
Narissa Bressan,47,mujer,Catllar,piña,False,comida rápida,relajada,pop,rock/metal,disco,playa
Deidra Ruiz de samaniego,41,mujer,San Esteban de Valdueza,no piña,True,comida rápida,rápida,pop,rock/metal,disco,montaña
Shameika Morra,28,hombre,Gallués,no piña,True,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Staphanie De san francisco,34,mujer,Pedrajas,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Shelbi Flamil,24,hombre,Turégano,piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Klara Egurcegui,26,mujer,Talayuela,piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Coleman El bakhouti,25,mujer,Torrubia de Soria,piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Ashlee Plandolit,20,mujer,Amusco,piña,True,comida rápida,relajada,pop,rock/metal,disco,playa
Endya Krasniqi,23,mujer,Tortosa,no piña,True,restaurante,relajada,pop,techno,disco,playa
Calli Leonarte,35,mujer,Quintanilla-Somuñó,no piña,True,comida rápida,relajada,hip hop,rock/metal,disco,playa
Maxim Herz,27,hombre,Vacarisas,piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Malary Laghzaili,28,mujer,Ribera de Piquín,piña,True,restaurante,rápida,pop,techno,disco,montaña
Nickalas Fero,37,mujer,Setla y Mirarrosa,no piña,True,comida rápida,rápida,pop,techno,bar,playa
Kristalyn Mairlot,34,hombre,Bértiz-Arana,piña,False,comida rápida,relajada,hip hop,techno,bar,montaña
Gaines Doray,39,hombre,Marchamalo,no piña,True,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Andrus Celestino de la cruz,46,hombre,Erandio,piña,True,comida rápida,rápida,hip hop,techno,disco,playa
Kiplin Moiño,26,mujer,Pallaresos,no piña,False,comida rápida,relajada,hip hop,techno,disco,playa
Sheilla Yedres,43,hombre,Celadilla Sotobrín,piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Tamecka Lelievre,44,mujer,Alpanseque,piña,False,comida rápida,relajada,hip hop,rock/metal,disco,playa
Gretel Rutllant,24,mujer,Palacios de Salvatierra,no piña,False,restaurante,rápida,pop,techno,disco,montaña
Shadi Perez pons,40,mujer,Escriche,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Rasheen Almech,34,hombre,Castell de Ampurdá,piña,False,restaurante,rápida,pop,techno,disco,montaña
Melvina Sudara,38,mujer,Magaz,piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Dieter Pollos,19,hombre,Vespella,piña,True,comida rápida,relajada,pop,rock/metal,disco,montaña
Westin Kondjira,37,mujer,Masías de Voltregá,no piña,False,restaurante,rápida,hip hop,rock/metal,bar,playa
Maryssa Ciarsolo,32,hombre,Prats y Sampsor,piña,False,restaurante,relajada,hip hop,techno,disco,playa
Ladonna Martorana,28,hombre,Canales de Molina,no piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Kindy El kajoui,45,hombre,Rosinos de Vidriales,piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Khalid Beltejar,40,hombre,Lekunberri,no piña,True,comida rápida,rápida,pop,rock/metal,bar,montaña
Hernando Navarro rubio,46,mujer,Sagunto,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Rulon Mouhssine,44,mujer,Alsasua,no piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Rodricus Raheem,42,mujer,Torre (La),piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Dommonique Catanescu,37,hombre,Arenales de San Gregorio,piña,True,restaurante,relajada,pop,techno,bar,playa
Adeola Saball,26,hombre,Revenga,piña,False,restaurante,relajada,hip hop,rock/metal,bar,playa
Marquisa Douhri,44,hombre,Zaldivia,no piña,False,comida rápida,relajada,pop,rock/metal,disco,montaña
Margrett Tusinean,32,hombre,Bernedo,no piña,True,restaurante,relajada,hip hop,rock/metal,disco,montaña
Yuliana Simois,23,hombre,Alar del Rey,piña,True,restaurante,rápida,pop,techno,bar,montaña
Creighton Mayero,21,hombre,Santibáñez de Tera,piña,True,comida rápida,relajada,hip hop,techno,disco,playa
Collette Loaces,35,hombre,Orellana de la Sierra u Orellanita,piña,True,restaurante,rápida,hip hop,rock/metal,disco,montaña
Katti Anducas,42,mujer,Almodóvar del Pinar,piña,False,restaurante,rápida,hip hop,techno,bar,playa
Corinthian France,49,mujer,Santa Cristina de Aro,no piña,False,restaurante,rápida,pop,techno,disco,playa
Angie Cimino,26,mujer,Veracruz,piña,False,comida rápida,rápida,pop,techno,bar,playa
Channelle Golubeva,21,hombre,Grado (El),piña,False,restaurante,rápida,hip hop,techno,disco,playa
Leola Santini,47,hombre,San Vicente de Castellet,no piña,False,restaurante,rápida,hip hop,techno,disco,playa
Christhoper Rajal,27,mujer,Cercadillo,no piña,True,restaurante,relajada,pop,rock/metal,disco,montaña
Barrett Avecillas,44,hombre,Ciudadela,no piña,True,comida rápida,relajada,pop,rock/metal,bar,playa
Kanitha Perdrix,19,mujer,Gumiel de Hizán,piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Taelor Barseghyan,47,mujer,Estella,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Stevin Jamart,21,hombre,Lanciego,no piña,False,comida rápida,relajada,pop,techno,disco,montaña
Anabel Belillas,29,mujer,Sandoval de la Reina,piña,False,comida rápida,relajada,pop,techno,disco,montaña
Odalis Cererols,26,mujer,Sexmiro,piña,False,comida rápida,rápida,pop,rock/metal,bar,montaña
Corryn Touis,19,hombre,Nogales (Los),no piña,True,comida rápida,rápida,hip hop,techno,bar,playa
Lin Zurabiani,38,mujer,Xunqueira de Espadañedo,piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Onika Sciortino,26,hombre,Larriba,piña,False,comida rápida,rápida,hip hop,techno,disco,playa
Stanton Sainz de rozas,40,hombre,Chatún,no piña,False,comida rápida,rápida,pop,rock/metal,disco,playa
Millicent Oance,23,mujer,San Martín del Bas,piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Demichael Sahal,44,hombre,Fuentes de Béjar,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Codey Sabuz,27,hombre,Alquerías del Niño Perdido,no piña,False,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Joline El bazzi,41,hombre,Aliñá,piña,False,restaurante,relajada,hip hop,rock/metal,bar,montaña
Mirel Sanseverino,33,mujer,Aranda de Duero,no piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Jordon Sarry,31,mujer,Bola (La),no piña,True,restaurante,rápida,hip hop,rock/metal,disco,montaña
Niva Chulio,50,hombre,San Martín Sarroca,piña,True,restaurante,relajada,pop,techno,disco,montaña
Kendyll La haba,26,hombre,Huarte,piña,False,comida rápida,rápida,hip hop,techno,bar,montaña
Correen Niabaly,20,mujer,Bellcaire,no piña,False,restaurante,relajada,pop,rock/metal,disco,playa
Teirra Ferrant,23,mujer,Belicena,no piña,True,restaurante,relajada,pop,rock/metal,disco,playa
Katelynn Stefanut,48,mujer,Villabuena de Álava,no piña,False,comida rápida,rápida,pop,rock/metal,bar,playa
Kalib O'riordan,27,mujer,Diustes,no piña,True,restaurante,relajada,hip hop,rock/metal,bar,playa
Kirtis Tirle,40,hombre,Aguilar,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,playa
Mieka Ceas,30,hombre,Astudillo,piña,True,comida rápida,rápida,hip hop,techno,disco,montaña
Joella Kiryakov,41,hombre,Frontera,piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Amaris Sahib,37,hombre,Seriñá,no piña,True,comida rápida,rápida,pop,techno,bar,montaña
Kenn Chougrani,20,hombre,Olmos de Pisuerga,no piña,False,comida rápida,rápida,hip hop,techno,disco,playa
Deniz De ponte,42,mujer,Peralta,piña,False,comida rápida,relajada,pop,techno,bar,playa
Clorissa Sebgui,26,hombre,Garrovillas,no piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Angeles Mahla,38,mujer,Torrejoncillo del Rey,piña,True,comida rápida,relajada,pop,rock/metal,disco,playa
Honey El aoula,25,mujer,Rosinos de Vidriales,no piña,True,comida rápida,rápida,hip hop,techno,disco,montaña
Kalissa Moukafih,50,mujer,Clariana,no piña,False,comida rápida,rápida,pop,techno,bar,playa
Teressa Selvatico,41,mujer,Olleria,piña,False,comida rápida,rápida,pop,techno,bar,montaña
Cortne Zyane,39,mujer,Soto en Cameros,piña,False,comida rápida,relajada,pop,techno,bar,montaña
Lindamarie Ragala,39,hombre,Salvatierra de Esca,no piña,True,restaurante,relajada,pop,rock/metal,bar,montaña
Kavan Fernandez vegue,34,mujer,Vich,no piña,True,restaurante,relajada,pop,techno,bar,montaña
Bella Brecia,34,mujer,Torres de Juseu,no piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Cynethia Jas,37,mujer,Aliseda de Tormes,no piña,True,restaurante,rápida,pop,rock/metal,bar,playa
Leeza Sancho tello,37,mujer,Guájar-Alto,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Loraine Pugo,40,hombre,Ezquioga-Ichaso,piña,False,comida rápida,relajada,pop,techno,bar,playa
Ruel Stanoiu,50,mujer,Luchente,no piña,False,comida rápida,rápida,pop,rock/metal,bar,montaña
Truly Beika,31,hombre,Villarejo (El),no piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Tell Audisio,22,mujer,Santa María del Cubillo,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Sonya Donev,34,hombre,Tarroja,piña,False,comida rápida,relajada,pop,techno,bar,playa
Bryn Durao,30,hombre,Oropesa,no piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Karne Mellas,37,mujer,Pesquera de Ebro,no piña,False,comida rápida,rápida,pop,techno,disco,montaña
Brooklynn Noguerado,48,mujer,Llanos del Caudillo,piña,False,restaurante,rápida,pop,rock/metal,bar,playa
Bittany Casteras,41,hombre,Blascoeles,no piña,True,restaurante,relajada,pop,rock/metal,disco,montaña
Ligia Massri,46,mujer,Añe,piña,False,restaurante,rápida,pop,techno,disco,playa
Camelle Sobrerroca,21,mujer,Aras de Alpuente,no piña,False,comida rápida,relajada,pop,techno,bar,playa
Jacqulyn Beas perez de tudela,49,hombre,Valdespina,piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Alfredo Bastard,25,hombre,Planas (Las),piña,True,comida rápida,relajada,hip hop,techno,bar,playa
Tira Zegri,22,mujer,Valoria de Aguilar,piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Omari Orbaiceta,20,hombre,San Julián de Vilatorta,no piña,False,restaurante,relajada,hip hop,rock/metal,bar,playa
Laquinda Ruiz gomez,39,mujer,Murueta,no piña,False,restaurante,relajada,pop,techno,bar,montaña
Jatoya Wisnes,24,mujer,Deltebro,no piña,True,restaurante,relajada,hip hop,techno,disco,playa
Nickalos Ancau,48,hombre,San Mori,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Trenna Martinez de arenzana,49,mujer,Benimasot,piña,True,restaurante,relajada,hip hop,rock/metal,disco,montaña
Juliocesar Adanza,28,hombre,Milá,piña,False,restaurante,relajada,hip hop,rock/metal,disco,playa
Subrina Vilamea,29,hombre,Villamor de la Ladre,no piña,True,comida rápida,relajada,pop,techno,bar,montaña
Anas Ledrado,25,mujer,Peñas de Riglos (Las),piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Fallyn Uyi,38,hombre,Oyón,no piña,True,restaurante,rápida,pop,techno,bar,playa
Maegan Gimenez arnau,27,hombre,Grandes,piña,False,restaurante,relajada,hip hop,techno,bar,montaña
Makayla Ibazeta,41,hombre,Arroyomolinos de Montánchez,piña,False,restaurante,rápida,hip hop,techno,bar,playa
Sharicka Bergstrom,28,mujer,Madremaña,no piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Dj Antoci,18,mujer,Quintanilla del Agua,no piña,False,comida rápida,rápida,pop,techno,disco,montaña
Allanna Sestorain,30,mujer,Monzón de Campos,no piña,False,restaurante,rápida,pop,techno,disco,playa
Adarius Fattah,21,mujer,Tarroja,no piña,False,restaurante,relajada,hip hop,techno,bar,montaña
Rakeisha Burnat,24,hombre,Luchente,piña,False,restaurante,rápida,hip hop,techno,bar,montaña
Davie Wuyts,25,hombre,Corduente,no piña,False,restaurante,rápida,pop,techno,disco,playa
Dianna Chabri,20,hombre,Orcheta,piña,False,restaurante,relajada,hip hop,rock/metal,disco,playa
Tanda Bevilacqua,38,mujer,Masías de Roda,piña,True,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Lashonda Alcala galiano,49,mujer,Cabana,no piña,False,comida rápida,relajada,pop,techno,bar,playa
Annastasia Corpion,41,hombre,Artesa de Segre,piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Wolfgang Piornos,34,hombre,San Martín de la Virgen del Moncayo,piña,False,restaurante,relajada,pop,rock/metal,disco,montaña
Milana Yani,41,mujer,San Gregorio,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Vern Naise,50,mujer,Alpedrete de la Sierra,piña,False,comida rápida,rápida,hip hop,rock/metal,disco,playa
Kerrie Chisca,44,hombre,Masroig,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Fitzgerald Schreurs,31,mujer,Papiol,piña,True,restaurante,relajada,pop,rock/metal,disco,playa
Anneliese Mansoor,30,hombre,Esplugas de Llobregat,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Ronell Galva,45,mujer,Caserras,no piña,False,comida rápida,rápida,hip hop,techno,disco,montaña
Renaldo Alekov,36,mujer,Amézqueta,piña,True,comida rápida,rápida,pop,techno,disco,montaña
Quatisha Monrroy,46,mujer,Laguna (La),piña,True,comida rápida,rápida,pop,rock/metal,disco,montaña
Lakeria Dawkins,25,mujer,Oreja,no piña,True,restaurante,rápida,hip hop,techno,bar,playa
Porter Nicolaev,38,hombre,Arbós,no piña,False,restaurante,rápida,hip hop,techno,disco,playa
Marlon Estin,20,hombre,Albalá del Caudillo,no piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Aundra Hammar,19,mujer,Fuentes de Ebro,piña,False,comida rápida,rápida,hip hop,techno,bar,montaña
Toddrick Kaina,31,mujer,Sarroca de Bellera,no piña,True,restaurante,rápida,hip hop,techno,disco,playa
Chrisy Cuadal,21,hombre,Berriozar,piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Keyona Chibane,49,mujer,Casas del Puerto de Villatoro,piña,True,restaurante,relajada,pop,techno,bar,playa
Mallorie Martinez de bartolome,24,hombre,Yerri,no piña,False,restaurante,relajada,pop,techno,bar,montaña
Josilyn Zouzou,27,hombre,Noáin (Valle de Elorz),piña,False,comida rápida,rápida,pop,rock/metal,bar,playa
Gianina Benjeddi,49,hombre,Padilla de Hita,piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Tunisia Alenza,22,hombre,Selgua,no piña,True,restaurante,relajada,hip hop,techno,disco,playa
Levita De alburquerque,22,mujer,Cañada Rosal,piña,False,comida rápida,relajada,pop,techno,disco,montaña
Luisanna Benedited,26,hombre,Castillejo de Dos Casas,no piña,False,restaurante,rápida,pop,techno,bar,playa
Fionna Rosingana,23,mujer,Señera,piña,True,comida rápida,relajada,pop,techno,bar,playa
Markice De rios,47,mujer,Canales del Ducado,piña,False,comida rápida,relajada,hip hop,rock/metal,disco,montaña
