nombre,edad,correo,genero,provincia,ciudad,disponibilidad,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Kirsti De sanctis,19,KirstiDe sanctis@micorreo.es,hombre,Huesca,Torla,estresemana,tarde,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1689.jpg,9.9949634,-5.1800683
Maximilian Oukkal,97,MaximilianOukkal@micorreo.es,hombre,Castellon,Castellfort,estresemana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/81.jpg,40.5013525,-0.1902038
Tacarra El haouti,40,TacarraEl haouti@micorreo.es,hombre,Girona,Ullastret,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/405.jpg,42.0008975,3.0689759
Shenia Palay,93,SheniaPalay@micorreo.es,mujer,Islas_baleares,Selva,estresemana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/891.jpg,41.854719349999996,2.62670178282172
Donia Graterol,93,DoniaGraterol@micorreo.es,hombre,Palencia,Villasila de valdavia,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/434.jpg,42.5320097,-4.5588013
Somer Nutter,43,SomerNutter@micorreo.es,mujer,Leon,"Omañas, las",estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/142.jpg,42.6772371,-5.87266375700404
Towana Jadid,58,TowanaJadid@micorreo.es,hombre,Ceuta,Ceuta,estresemana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/450.jpg,35.89442195,-5.355817352394269
Gretchen Catucuamba,83,GretchenCatucuamba@micorreo.es,hombre,Huesca,Ibieca,estresemana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1587.jpg,42.1606453,-0.2084209
Stephana Elmes,19,StephanaElmes@micorreo.es,mujer,Valencia,Bèlgida,find de semana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1554.jpg,38.8595605,-0.47474
Verronica Craioveanu,48,VerronicaCraioveanu@micorreo.es,hombre,Murcia,Puerto lumbreras,estresemana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1807.jpg,37.5635045,-1.8076233
Adria De la sal,86,AdriaDe la sal@micorreo.es,hombre,Lugo,Barreiros,estresemana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1867.jpg,-8.8159644,-35.1831905
Drusilla Lospaus,86,DrusillaLospaus@micorreo.es,mujer,Cadiz,Algeciras,estresemana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/649.jpg,36.1311725,-5.4473991
Kenyada La casa,31,KenyadaLa casa@micorreo.es,hombre,Alava,Kuartango,estresemana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1670.jpg,42.88637265,-2.9401422504511876
Talisa Hernandez de la huerta,27,TalisaHernandez de la huerta@micorreo.es,hombre,Lleida,Riu de cerdanya,estresemana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/146.jpg,42.3451931,1.8261265
Lenwood Boso,97,LenwoodBoso@micorreo.es,mujer,Zamora,San agustín del pozo,estresemana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/912.jpg,41.8856651,-5.5934648
Tafari Posito,78,TafariPosito@micorreo.es,hombre,Navarra,Oco,estresemana,mañana,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1429.jpg,42.6391735,-2.1648705
Dequana Aprile,28,DequanaAprile@micorreo.es,mujer,Vizcaya,Mañaria,estresemana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1927.jpg,43.1383492,-2.6608199
Andy Sliwinska,52,AndySliwinska@micorreo.es,mujer,Jaen,Arjonilla,find de semana,noche,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1826.jpg,37.9740992,-4.1068464
Priya Phipps,39,PriyaPhipps@micorreo.es,hombre,Malaga,Benaoján,find de semana,mañana,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1014.jpg,36.7188117,-5.2533743
Tomislav Nenciu,76,TomislavNenciu@micorreo.es,hombre,Asturias,Candamo,estresemana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/167.jpg,43.45568405,-6.056660292694482
Shanieka Koninckx,45,ShaniekaKoninckx@micorreo.es,mujer,Murcia,Jumilla,find de semana,mañana,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/639.jpg,38.4735408,-1.3285417
Tracie Usiña,43,TracieUsiña@micorreo.es,mujer,Ciudad_real,Carrión de calatrava,find de semana,noche,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1312.jpg,39.0183225,-3.8168257
Jaira Daia,65,JairaDaia@micorreo.es,hombre,Huelva,Ayamonte,find de semana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/389.jpg,37.215797,-7.4060169
Sergio Balue,90,SergioBalue@micorreo.es,mujer,Murcia,San javier,estresemana,mañana,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1938.jpg,28.61575515,-109.75170045897028
Bartlett Atxalandabaso,23,BartlettAtxalandabaso@micorreo.es,hombre,Soria,Villasayas,find de semana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1489.jpg,41.3527258,-2.6104426
Dyan Masfret,87,DyanMasfret@micorreo.es,mujer,Cordoba,Almodóvar del río,estresemana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1152.jpg,37.8112483,-5.0194742
Kerrick Thornley,96,KerrickThornley@micorreo.es,mujer,Huesca,Fago,estresemana,noche,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/264.jpg,42.7343127,-0.8648107
Eleazar Balbis,56,EleazarBalbis@micorreo.es,hombre,Guadalajara,Condemios de abajo,find de semana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1082.jpg,41.2190644,-3.1075391
Denetria Fear,43,DenetriaFear@micorreo.es,hombre,Cadiz,Jerez de la frontera,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1775.jpg,36.6816936,-6.1377402
Jury Moskal,83,JuryMoskal@micorreo.es,hombre,Cuenca,Minglanilla,estresemana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1277.jpg,39.5346515,-1.5944266
Terria Oddy,68,TerriaOddy@micorreo.es,hombre,Avila,San garcía de ingelmos,estresemana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/797.jpg,40.7692877,-5.1151447
Khara Rochd,73,KharaRochd@micorreo.es,mujer,Melilla,Melilla,estresemana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1365.jpg,35.29291145,-2.950720236037561
Lorretta Basago,66,LorrettaBasago@micorreo.es,hombre,Zaragoza,Villar de los navarros,find de semana,mañana,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/236.jpg,41.1586711,-1.0422266
Katiann Mindroc,48,KatiannMindroc@micorreo.es,mujer,Salamanca,Boada,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/12.jpg,40.8156221,-6.3055378
Me Ballinoto,35,MeBallinoto@micorreo.es,hombre,Asturias,Taramundi,find de semana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/992.jpg,43.3605685,-7.1088221
Tommy Felicio,63,TommyFelicio@micorreo.es,mujer,Valladolid,Amusquillo,estresemana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/663.jpg,41.7488589,-4.3016445
Roel Weise,42,RoelWeise@micorreo.es,hombre,Girona,Capmany,find de semana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/514.jpg,42.37361885,2.928949690685755
Joanna Delgado mendoza,74,JoannaDelgado mendoza@micorreo.es,mujer,A_coruna,Coristanco,estresemana,noche,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1562.jpg,43.187333,-8.7369979
Genesa Elpuente,65,GenesaElpuente@micorreo.es,hombre,Burgos,Úrbel del castillo,estresemana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1916.jpg,42.6192167,-3.8447275
Adelaida Delpozo,73,AdelaidaDelpozo@micorreo.es,mujer,Zaragoza,Piedratajada,find de semana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/898.jpg,42.1201688,-0.8065242
Anahi Corcan,35,AnahiCorcan@micorreo.es,mujer,Granada,Lentegí,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1303.jpg,36.8342309,-3.6745581
Tena Massone,45,TenaMassone@micorreo.es,hombre,Ceuta,Ceuta,estresemana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1799.jpg,35.89442195,-5.355817352394269
Mieko Puyer,55,MiekoPuyer@micorreo.es,hombre,Avila,Donvidas,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/530.jpg,41.0889123,-4.8058522
Turhan Van walre,79,TurhanVan walre@micorreo.es,mujer,Lleida,Mollerussa,estresemana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/618.jpg,41.6330928,0.895495
Kamesha Qorchi,90,KameshaQorchi@micorreo.es,mujer,Murcia,Fuente álamo de murcia,estresemana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1605.jpg,37.7226135,-1.1722273
Phoenix De domingo juan,60,PhoenixDe domingo juan@micorreo.es,hombre,Badajoz,Cordobilla de lácara,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1095.jpg,39.1481035,-6.4369168
Ammy Caimel,33,AmmyCaimel@micorreo.es,hombre,Zaragoza,Torralbilla,find de semana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1561.jpg,41.2100091,-1.33812
Montrice Ghaffar,73,MontriceGhaffar@micorreo.es,mujer,Soria,Recuerda,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1227.jpg,41.474509,-2.9945728
Angelika Dabdoubi,39,AngelikaDabdoubi@micorreo.es,mujer,Alava,Berantevilla,find de semana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/946.jpg,42.682852,-2.8589445
Joselito Lagrib,21,JoselitoLagrib@micorreo.es,mujer,Las_palmas,Valleseco,estresemana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/424.jpg,28.0501609,-15.5744925
Yona Kachi,40,YonaKachi@micorreo.es,mujer,Zamora,Andavías,estresemana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1509.jpg,41.5957846,-5.8568492
Shera El louah,74,SheraEl louah@micorreo.es,hombre,Caceres,Robledollano,find de semana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1648.jpg,39.6099437,-5.5080689
Jacoba Gherase,65,JacobaGherase@micorreo.es,hombre,Murcia,Bullas,estresemana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/379.jpg,38.0497852,-1.6703391
Olivia Torrat,53,OliviaTorrat@micorreo.es,hombre,Almeria,Paterna del río,estresemana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1063.jpg,37.0216846,-2.9526235
Chelsia Arroqui,65,ChelsiaArroqui@micorreo.es,mujer,Alava,Campezo/kanpezu,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/585.jpg,42.6691469,-2.3520513
Shakeela Carruthers,97,ShakeelaCarruthers@micorreo.es,mujer,Granada,Pulianas,estresemana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1228.jpg,37.2226481,-3.6080146
Kayce Pienariu,30,KaycePienariu@micorreo.es,hombre,Islas_baleares,Pollença,find de semana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1300.jpg,39.8792073,3.0157098
Ibeth Vecchio,75,IbethVecchio@micorreo.es,hombre,Guadalajara,Morenilla,estresemana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1062.jpg,40.7861664,-1.7073323
Nichoel Maracineanu,45,NichoelMaracineanu@micorreo.es,hombre,Ciudad_real,Villamanrique,find de semana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1419.jpg,38.5457838,-2.9979338
Tenica Garbaya,78,TenicaGarbaya@micorreo.es,mujer,Badajoz,Berlanga,estresemana,tarde,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1417.jpg,38.2827163,-5.8303175
Lakita Almendarez,85,LakitaAlmendarez@micorreo.es,mujer,Jaen,Torreblascopedro,estresemana,tarde,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1425.jpg,37.9978262,-3.6352997
Carolina Rebella,20,CarolinaRebella@micorreo.es,mujer,Cuenca,Carrascosa de haro,find de semana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/628.jpg,39.5972679,-2.5411354
Magnum Martinez de aguillo,95,MagnumMartinez de aguillo@micorreo.es,hombre,Asturias,"Regueras, las",estresemana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1600.jpg,43.4543583,-5.964719
Frederica Minut,61,FredericaMinut@micorreo.es,mujer,A_coruna,Curtis,estresemana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1810.jpg,43.1269872,-8.1432398
Mathilda Gomicia,38,MathildaGomicia@micorreo.es,hombre,Cordoba,Belalcázar,estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/305.jpg,38.575186,-5.1669539
Destin Ayjon,93,DestinAyjon@micorreo.es,mujer,Murcia,Molina de segura,find de semana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1767.jpg,38.0585479,-1.2042086
Serrena De plasencia,63,SerrenaDe plasencia@micorreo.es,hombre,Jaen,Villacarrillo,estresemana,tarde,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1891.jpg,38.11602,-3.083922
Eveline Rameau,95,EvelineRameau@micorreo.es,hombre,Murcia,Santomera,estresemana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/291.jpg,38.0615839,-1.0490938
Lajuan El iysaouy,23,LajuanEl iysaouy@micorreo.es,mujer,Murcia,San javier,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1823.jpg,28.61575515,-109.75170045897028
Jeane Burrezo,47,JeaneBurrezo@micorreo.es,hombre,Lleida,Verdú,estresemana,mañana,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/119.jpg,41.6102775,1.143512
Waymon Parrazar,70,WaymonParrazar@micorreo.es,mujer,Lleida,Alt àneu,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/411.jpg,42.69035515,1.0624832582072457
Lekita Guinnot,48,LekitaGuinnot@micorreo.es,mujer,Guadalajara,Miedes de atienza,estresemana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1410.jpg,41.2672096,-2.9635623
Demetrious Girabet,58,DemetriousGirabet@micorreo.es,hombre,Segovia,San cristóbal de la vega,find de semana,noche,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1297.jpg,41.1120688,-4.6445295
Huy Kettner,58,HuyKettner@micorreo.es,hombre,Las_palmas,Yaiza,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/487.jpg,28.9528697,-13.7642134
Rozina De bodas,82,RozinaDe bodas@micorreo.es,hombre,Barcelona,Cànoves i samalús,estresemana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2016.jpg,41.7072824,2.338253622217338
Klaus Curchi,52,KlausCurchi@micorreo.es,mujer,Pontevedra,Pazos de borbén,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1753.jpg,42.2849584,-8.530047868320796
Jermond Martells,72,JermondMartells@micorreo.es,mujer,Islas_baleares,Ariany,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/752.jpg,39.6507976,3.1115282
Tierica Buxens,68,TiericaBuxens@micorreo.es,hombre,Las_palmas,Antigua,find de semana,mañana,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1374.jpg,17.10371515,-61.790450458055844
Damica Gosch,86,DamicaGosch@micorreo.es,mujer,Pontevedra,Vila de cruces,estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/867.jpg,42.7937228,-8.1699391
Tasheika Garcia lujan,67,TasheikaGarcia lujan@micorreo.es,hombre,Girona,Cabanelles,estresemana,tarde,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/446.jpg,42.2302177,2.8187019
Ryanlee Garcia de alcañiz,39,RyanleeGarcia de alcañiz@micorreo.es,mujer,Alava,Asparrena,estresemana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/698.jpg,42.88625135,-2.2855075098609063
Leroy Tabassum,76,LeroyTabassum@micorreo.es,hombre,Lleida,"Oluges, les",estresemana,noche,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1097.jpg,41.6948551,1.2970663
Amdrea Stoiculescu,38,AmdreaStoiculescu@micorreo.es,mujer,Ourense,Porqueira,estresemana,tarde,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/992.jpg,42.02494755,-7.840299915405602
Eberardo Surd,68,EberardoSurd@micorreo.es,hombre,Ceuta,Ceuta,estresemana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1628.jpg,35.89442195,-5.355817352394269
Shawntel Pietras,58,ShawntelPietras@micorreo.es,hombre,A_coruna,Outes,estresemana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/293.jpg,42.8428093,-8.9084798
Genese Damasio,28,GeneseDamasio@micorreo.es,hombre,Guadalajara,Selas,find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1195.jpg,40.9509863,-2.1014671
Margaux Boujnane,98,MargauxBoujnane@micorreo.es,mujer,Islas_baleares,Costitx,estresemana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1792.jpg,39.6575923,2.9496833
