nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Aarica Ben alla,94,mujer,Madrid,Arroyomolinos,find de semana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1260.jpg,39.1855991,-6.1630632
Morgann Madrileño,68,hombre,A_coruna,Cedeira,find de semana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1216.jpg,43.6602391,-8.0546995
Tacy Uzquiaga,56,mujer,Palencia,Renedo de la vega,estresemana,mañana,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1638.jpg,42.4533309,-4.703369
Corney Lepoutre,20,otro,Soria,"Rábanos, los",find de semana,mañana,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1902.jpg,41.745753699999995,-2.4619734803591093
Nidia De daniel,77,hombre,Barcelona,Santa susanna,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1460.jpg,41.6357256,2.7065933
Endy Gherghiceanu,99,otro,Lleida,Bausen,find de semana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1821.jpg,42.8347879,0.7163801
Latham Fernandez de villaran,57,hombre,Murcia,Ricote,estresemana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1278.jpg,38.1540529,-1.3668162
Gino Babes,20,hombre,Jaen,"Villares, los",estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1696.jpg,40.9928207,-5.6390399
Charon Soucheiron,47,otro,Sevilla,Paradas,find de semana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1666.jpg,37.2894922,-5.496965
Osamah Barinaga rementeria,18,hombre,Palencia,Villarramiel,estresemana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1397.jpg,42.0431165,-4.9131746
Sharlyn Barrigos,55,mujer,Leon,Villamol,find de semana,noche,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1703.jpg,42.4275108,-5.048693
Benito Villorbina,87,otro,Melilla,Melilla,estresemana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1158.jpg,35.29291145,-2.950720236037561
Belynda Callave,73,otro,Cuenca,Huerta del marquesado,find de semana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/872.jpg,40.1457469,-1.686626
Bijan Crai,58,hombre,Toledo,Navalcán,find de semana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/872.jpg,40.0690965,-5.0931741
Bert Jufresa,59,otro,Cuenca,Buenache de la sierra,find de semana,tarde,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1112.jpg,40.1346928,-2.0007632
Erickson Soubrier,51,hombre,Vizcaya,Erandio,estresemana,noche,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/653.jpg,43.3055981,-2.9729697
Santana Zarouki,74,otro,Guipuzcoa,Legorreta,find de semana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/236.jpg,43.0848925,-2.1486222
Dwane Kintou,72,otro,Melilla,Melilla,estresemana,mañana,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1385.jpg,35.29291145,-2.950720236037561
Tia Batt,69,otro,Soria,Beratón,estresemana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1692.jpg,41.7175073,-1.8112726
Jameeka Celano,31,mujer,Valencia,Quart de poblet,estresemana,tarde,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/537.jpg,39.4827253,-0.4438854
Karah Pinual,88,otro,Soria,Cirujales del río,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1083.jpg,41.8677085,-2.3265011
Marchetta Cabezal,86,otro,Ourense,Maside,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1541.jpg,42.4121455,-8.0261462
Vong D'errico,86,hombre,Zamora,Granucillo,find de semana,noche,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2016.jpg,42.0514075,-5.9277833
Tiera Louise,24,mujer,Avila,Solana de rioalmar,find de semana,tarde,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/505.jpg,40.7380008,-5.0102947
Ambur Ginja,75,otro,Alava,Valdegovía/gaubea,estresemana,mañana,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/735.jpg,42.85558735,-3.061015492843744
Lakendrick Sanchez agustino,57,hombre,Melilla,Melilla,find de semana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1966.jpg,35.29291145,-2.950720236037561
Jermery Ponoran,24,mujer,Castellon,Vallibona,estresemana,mañana,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/434.jpg,40.6030803,0.0465541
Decarlos Baiasu,84,otro,Ciudad_real,Puebla del príncipe,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1436.jpg,38.5665118,-2.9252461
Jehnna Pawlik,35,mujer,Sevilla,Marinaleda,estresemana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1695.jpg,37.3733482,-4.9538606
Lenton Tapiol,28,mujer,Girona,Toses,find de semana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1893.jpg,42.3218595,2.0168227
Jann Feriche,90,mujer,Guipuzcoa,Zumaia,estresemana,noche,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/890.jpg,43.296653,-2.2571182
Antonie Hara,23,mujer,Asturias,Bimenes,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1351.jpg,43.325206449999996,-5.56708326368729
Trica Baouat,41,otro,Navarra,Urdazubi/urdax,estresemana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1280.jpg,43.2674482,-1.5041017
Lataisha Leguiza,26,mujer,Girona,Peralada,find de semana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/300.jpg,42.3085047,3.0089916
Janika Miloudi,50,hombre,Ourense,Cartelle,find de semana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1650.jpg,42.2492308,-8.0688652
Chazz Pastukh,71,hombre,Zamora,"Perdigón, el",find de semana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1755.jpg,38.0402532,-0.7297887
Chantry Chañez,90,hombre,Segovia,"Lastrilla, la",find de semana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1950.jpg,42.1005582,-2.5837686
Lanessa Ping,19,otro,Tarragona,Montblanc,estresemana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1321.jpg,43.3958648,3.3672892
Javaughn Bouayadi,66,mujer,La_rioja,Arnedo,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/482.jpg,42.2273401,-2.0995697
Annya Lopez mateos,66,hombre,Madrid,Cobeña,estresemana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1951.jpg,40.5676083,-3.5048565
Randee Regades,33,hombre,A_coruna,Arteixo,find de semana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1081.jpg,43.3096531,-8.5003375
Carressa Martinez de arbulo,20,otro,Girona,Cantallops,estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1089.jpg,42.4235685,2.9248575
Porcha Gutama,56,hombre,Pontevedra,Meaño,find de semana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/198.jpg,42.4452125,-8.7825181
Ambra Coromi,18,mujer,Ceuta,Ceuta,find de semana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1493.jpg,35.89442195,-5.355817352394269
Mauro Donea,21,hombre,Avila,Bularros,estresemana,noche,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1382.jpg,40.724612,-4.8662675
Nikkita Amadei,92,hombre,Alava,Okondo,find de semana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1439.jpg,43.1547427,-3.0267479
Cherina Momin,68,hombre,Teruel,Jorcas,estresemana,tarde,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1877.jpg,40.5430696,-0.7527402
Chimira Petrauskaite,43,otro,Ceuta,Ceuta,estresemana,noche,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/957.jpg,35.89442195,-5.355817352394269
Brien Padorno,46,hombre,A_coruna,Cerceda,find de semana,tarde,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/843.jpg,43.1888311,-8.4708851
Leander Menasra,62,otro,Murcia,Bullas,estresemana,tarde,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/463.jpg,38.0497852,-1.6703391
Arena Souici,93,hombre,Melilla,Melilla,find de semana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1911.jpg,35.29291145,-2.950720236037561
Karson Maresch,69,mujer,Valladolid,Ramiro,find de semana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1078.jpg,41.2285281,-4.7857515
Danyel Buttner,18,otro,Burgos,Anguix,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/221.jpg,41.7536922,-3.9324525
Kristalyn Alhamar,57,otro,Castellon,Forcall,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/459.jpg,40.6460917,-0.199565
Radha Hristu,71,otro,Cadiz,Algar,find de semana,tarde,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1320.jpg,36.6566286,-5.6564009
Mareesa Damoc,79,hombre,Cordoba,"Rambla, la",estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1100.jpg,41.3811838,2.1732573
Wilburn Pani,76,otro,Soria,Baraona,find de semana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/530.jpg,41.2949931,-2.6571594
Antwine Restrudis,59,otro,Badajoz,"Carrascalejo, el",estresemana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/901.jpg,41.1159432,-4.2575554
Ashle Orzaiz,71,hombre,Granada,Dólar,estresemana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/466.jpg,37.178181,-2.9913966
Shyanne Abariturioz,51,otro,Asturias,Cangas del narcea,estresemana,noche,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/17.jpg,43.1774374,-6.5499784
Meah Lahssika,87,hombre,Salamanca,Castellanos de moriscos,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/189.jpg,41.018499,-5.5901998
Leonardo Mogrobejo,86,mujer,Huesca,Berbegal,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/352.jpg,41.9615178,-0.002702
Yukiko Lopez de abetxuko,66,hombre,Avila,Amavida,find de semana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1515.jpg,40.5738657,-5.0655314
Sarrah Cachola,82,otro,Sevilla,"Rinconada, la",find de semana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1380.jpg,19.7143474,-98.1874621
Jamelle Ursut,51,mujer,Santa_cruz_de_tenerife,Vilaflor,estresemana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/539.jpg,28.158776000000003,-16.64728118557438
Mica Mastro,37,otro,Valladolid,Lomoviejo,find de semana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/570.jpg,41.149968,-4.9169301
Sione Cartoixa,92,hombre,Barcelona,Tavèrnoles,estresemana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1180.jpg,41.9520757,2.3263016
Delynn Valsecchi,20,hombre,Islas_baleares,Escorca,estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/643.jpg,39.82530275,2.842584402442453
Raysean Giacomini,61,mujer,Ciudad_real,Ballesteros de calatrava,find de semana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/205.jpg,38.8354727,-3.944602
Arletha Bakari,74,otro,Cadiz,Medina-sidonia,estresemana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/465.jpg,36.4576714,-5.9272725
Leo Balut,35,hombre,Guadalajara,Matarrubia,find de semana,noche,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/757.jpg,40.8666986,-3.2919721
Jema Limo,50,hombre,Albacete,Molinicos,find de semana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/86.jpg,38.4665026,-2.2405552
Yolanda Gallego preciados,52,mujer,Pontevedra,Catoira,find de semana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1390.jpg,42.66755,-8.7220797
Kristofor Cambril,76,mujer,Zamora,San agustín del pozo,find de semana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1698.jpg,41.8856651,-5.5934648
Sarahann Belkhatir,52,mujer,Badajoz,Herrera del duque,find de semana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/282.jpg,39.1676109,-5.0504659
Jaren Campian,20,hombre,Segovia,Orejana,find de semana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1183.jpg,41.1644848,-3.7803082
Sheila O'loughlin,96,otro,Granada,Santa cruz del comercio,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/567.jpg,37.0607943,-3.9753601
Jelena Verniol,50,otro,Alicante,Almudaina,estresemana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/736.jpg,38.7607488,-0.3541583
Lucy Huayta,43,mujer,Guadalajara,Megina,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1247.jpg,40.6392228,-1.87022
Landan Basago,42,mujer,Salamanca,Villagonzalo de tormes,estresemana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/20.jpg,40.892027,-5.4969423
Lavette Garcia galana,88,otro,Valencia,Xirivella,estresemana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1698.jpg,39.4639546,-0.4293866
Erie Alvarez de neyra,90,otro,Barcelona,Saldes,estresemana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/86.jpg,42.2287591,1.7349486
Priyanka El griny,83,mujer,Las_palmas,Teror,estresemana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/681.jpg,28.0590002,-15.5475653
Shamanda Rakowski,99,hombre,Alava,Alegría-dulantzi,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/887.jpg,42.8433893,-2.5095876
Hamilton Niola,67,mujer,Alicante,Jávea/xàbia,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/355.jpg,38.7893909,0.1633256
Kruti Magallais,45,mujer,Toledo,"Ventas con peña aguilera, las",find de semana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/874.jpg,39.6042689,-4.2567618
Wendy Forquet,93,mujer,Cantabria,San miguel de aguayo,find de semana,tarde,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1327.jpg,43.0561119,-4.0237999
Corita Longobardi,83,otro,Lugo,Bóveda,find de semana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1383.jpg,42.6240523,-7.4847221
Tamikia Casalduero,20,mujer,Burgos,Monasterio de la sierra,estresemana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2002.jpg,42.05119,-3.193151
Abigail Harimi,95,hombre,Ciudad_real,Luciana,estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/522.jpg,38.9844387,-4.2925731
Nycole Schone,31,mujer,Melilla,Melilla,estresemana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/951.jpg,35.29291145,-2.950720236037561
Shamon Seabrook,39,mujer,Almeria,Mojácar,estresemana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1570.jpg,37.1402087,-1.8510071
Latausha De ciurana,41,otro,Lleida,Preixana,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1408.jpg,41.6069859,1.0393172
Kezia Barruecos,98,mujer,La_rioja,Villalobar de rioja,find de semana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/157.jpg,42.4918138,-2.9621669
Candi Oguiza,34,mujer,Castellon,"Jana, la",find de semana,noche,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1517.jpg,5.5602324,-0.1576413
Breann Lake,50,mujer,Lugo,Folgoso do courel,find de semana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/956.jpg,42.5882486,-7.1925449
Criag Eisermann,40,hombre,Salamanca,Sando,estresemana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1033.jpg,40.9684419,-6.1109973
